Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG58,3850.95024229,5
FDK33,3158.71017792,2
NCD07,1557.13188205,7
NCX29,3645.58041127,5
NCT42,2063.83249362,1
DRN59,507.62607534,6
FDI44,928.360194629,6
FDA45,2799.08960392,9
FDP31,664.46965952,7
FDY01,1724.62736893,8
FDT09,2739.58164156,3
DRH03,3000.58524528,5
FDA36,3563.33858294,3
NCF31,2159.60154131,2
FDG14,2624.125168,9
FDG28,5352.97282994,5
FDU14,4131.78317817,9
FDY47,1134.96633786,4
FDI56,1551.49458213,9
DRD01,661.86863434,1
FDM22,967.336250437,8
FDH33,254.426549762,1
DRZ24,1546.33811772,1
NCQ38,1747.8701265,8
FDO16,2843.90007449,5
FDU07,3782.08314234,5
NCB07,2688.19236155,1
FDU48,1831.46081392,7
NCM43,2379.9609792,7
FDR31,778.183518949,0
DRK49,1257.46047929,3
NCI30,2238.16284433,0
DRD60,2653.49368237,2
NCG19,3556.38362814,8
FDH12,1371.26978065,6
FDM32,1252.00026206,6
FDM27,2082.26739421,6
NCU53,4050.69331764,5
NCQ18,1458.5059718,8
FDS10,2523.61862237,1
FDB33,3978.34117638,5
FDI12,1040.7492758,1
NCW42,3139.54712656,1
NCC06,2590.26473855,3
FDW02,1826.61705573,2
NCD43,1453.3529205,2
FDM57,1861.56506434,3
FDA58,3381.46865012,2
FDK56,2827.31856038,8
FDP52,3381.96366149,7
FDW20,2537.03638518,3
FDS52,1850.78121025,9
NCT29,2398.49775272,3
NCL54,2405.33744383,1
FDC05,2839.29801503,7
FDF34,2949.77996302,6
FDP03,3443.1343865,5
FDD32,-160.620356175,0
FDZ10,1748.30016805,7
FDZ40,644.588426971,6
FDD51,1140.4003403,3
NCY30,1889.27190598,4
FDP58,3033.67022458,2
FDV49,3950.03910085,2
FDY24,-312.52485773,4
NCO55,1370.04543349,2
FDR13,1695.44502718,2
FDS51,775.370653721,2
FDP26,1269.41281375,7
NCB54,3473.35650546,5
FDF32,2825.41291105,2
FDN31,3479.46792516,3
DRM48,269.456794791,2
FDN20,2877.77857667,9
DRL01,3711.43914573,8
FDV56,1988.86273399,9
DRH13,3221.47355311,5
FDA03,2111.7790775,2
FDF47,4864.30686615,5
FDX32,2320.39109272,8
FDX57,1755.78974035,9
NCA30,2597.09994413,7
FDO49,576.650705405,1
FDL04,502.63758346,4
DRM48,283.972674076,6
FDR16,2998.74925682,1
NCC19,3482.71152758,3
NCE42,3489.08317645,7
FDY24,569.954751551,2
FDH19,2961.0424794,9
FDJ46,2424.44356254,1
FDN45,1769.95012888,0
FDY08,1818.41140388,6
FDZ37,1238.41950021,6
NCT30,452.685874034,7
DRY23,1204.60785982,3
NCZ30,2492.47466195,3
FDC44,2132.45847903,3
FDB45,1452.3095078,6
FDY04,2327.08596687,1
FDM27,2390.27879431,8
FDZ43,3585.48045597,2
FDT39,1556.70979494,4
NCC06,1063.53510196,4
FDL15,3860.6094532,5
FDL57,3810.01751529,2
FDU08,1646.57511551,8
FDK40,3952.24206669,2
FDQ12,2088.28723866,0
FDS48,2184.3784155,2
FDP09,3093.54000124,7
FDW21,1870.9854857,9
FDY25,2633.61772381,6
DRE13,1185.53488426,2
FDV43,-369.742755348,4
FDD22,1429.79548954,7
FDM46,168.690522387,4
NCO30,1424.96137457,0
FDM25,2818.18044164,8
NCN41,2102.95731955,9
FDU24,1147.78949485,7
FDZ50,2939.55719492,8
FDP45,3711.63037504,1
NCM54,1722.22417863,7
FDW10,1700.88237907,4
FDP20,1780.80119859,2
FDK32,2473.95085087,8
FDN52,1498.13621485,9
FDM58,1483.08733426,7
FDZ46,3161.27808647,5
NCA18,2370.05416709,3
FDD35,1995.56857792,8
NCK31,571.742011432,6
FDI40,2968.80046816,5
FDT50,459.086347912,4
NCT06,2636.76988255,8
FDT31,2764.77185562,6
FDT45,1013.02787276,9
FDT13,2746.96615525,7
FDO50,1150.74925866,7
NCU18,631.431171363,0
NCR54,3165.00416333,9
NCO18,3371.58580716,3
FDU09,672.219698637,7
FDT13,3544.68097957,3
FDE09,1867.58972036,8
NCK53,640.628970097,4
FDG45,3385.80353987,9
DRH15,428.259289863,6
FDO21,2691.17873138,4
FDD14,4146.46704052,5
FDC09,1758.29650029,8
FDH45,2105.05179868,5
FDV32,1024.02422948,8
FDG12,1771.77118924,6
FDS32,1987.57124555,1
NCL55,4440.480211,3
DRE01,3413.07948792,6
DRE15,1501.61840665,9
NCL42,3621.56879111,7
FDP31,583.899916702,1
FDN33,1952.4824412,3
FDZ59,2614.25016622,8
FDE45,1275.2627409,0
FDJ07,1624.0193036,1
FDQ45,3550.2658574,3
FDM33,4813.71349622,5
FDO15,-194.556775593,0
FDM46,979.326542668,1
FDR03,3093.02914473,7
FDY49,3275.91168357,3
FDQ60,1595.72630324,7
FDW10,2884.0868112,9
FDO51,967.425266638,9
FDJ40,2316.32309515,3
FDS20,3404.55428786,3
FDU45,1537.67480041,1
FDV02,2403.49847502,6
FDN09,3858.84118901,8
NCM55,4332.56255893,5
FDN23,2843.14342141,3
FDY31,754.212821802,0
FDW03,250.07964063,0
FDD14,2731.4299743,8
FDV23,1661.28849938,2
DRI03,2604.42326151,7
FDN13,1164.15235167,6
FDF45,2511.58032116,5
FDU46,1249.92917757,6
FDB57,3771.08055492,9
FDV12,1785.37671672,9
FDQ58,2128.14601612,1
NCA18,1568.42821368,2
FDH52,1218.50759138,9
FDM24,2924.18351167,3
NCP43,4303.63185212,5
NCO18,1849.25413207,4
FDM32,1249.26966337,2
NCL07,388.151377392,2
FDK03,3683.45010063,1
FDP59,1420.93351842,2
FDQ24,4071.95257167,9
FDQ16,2286.33588262,3
FDU44,2263.68238212,1
FDH28,-1040.81555127,0
FDV28,-663.624424981,4
FDM22,670.089705357,7
FDR56,3091.42098792,8
FDV39,3341.78003701,9
FDU37,199.951035518,4
FDQ11,2546.64818259,0
FDX02,3249.3920151,7
NCS42,1967.030148,3
FDY57,2867.17682761,5
FDB21,3821.53155176,9
FDE28,3286.93266124,2
FDQ55,1661.82897924,2
FDA48,3581.23129885,9
FDZ19,2427.86936206,7
NCC43,3628.16709261,7
NCV18,1244.73382052,8
NCA42,3070.30526135,3
FDY45,4089.64931957,8
NCC30,2581.72087277,7
FDM57,1053.1869486,1
FDL09,892.66391462,0
FDB09,3401.73606557,5
FDT44,1543.86284382,6
NCT06,4030.51797605,5
FDX26,3003.75629774,9
FDK32,2157.94538732,1
DRA12,2338.38567422,8
FDO46,1538.84359384,0
FDE52,1161.10640326,1
NCH42,3374.33789868,7
FDV08,474.889336163,6
FDB47,3809.07036979,3
FDC28,183.752678862,0
FDD22,1753.68627677,8
FDS07,3187.00048817,5
DRI13,3230.39156298,7
FDG32,3831.97088353,3
FDU14,3709.66269306,2
FDD28,-46.845379874,4
NCP41,1530.96412816,2
FDS08,2930.53244618,9
FDX47,2319.36701347,7
FDC53,730.27091363,4
FDQ19,3651.30490928,6
FDL14,2278.44680269,7
FDM33,2370.52611998,4
FDA51,1411.96617601,7
FDZ27,1386.49431272,3
FDT04,618.530239934,8
DRC13,2262.61928507,9
FDR16,4785.2965904,5
FDQ03,5150.62004897,5
FDE38,2412.74594749,6
DRH23,2200.22928884,5
FDT11,2090.71970458,4
FDD09,2626.85894764,6
FDR40,1176.69706948,7
FDX07,2735.68962397,2
FDR07,1241.35640793,6
FDA51,1435.3342446,2
FDT59,2735.04076024,4
FDF20,2852.79375716,2
FDR13,1658.80877962,7
FDY26,3565.18844521,9
FDW04,1851.00643257,2
FDK52,3270.97580116,2
FDN60,2591.47262098,9
FDM09,1646.00852557,4
FDP46,1527.18455101,9
FDB50,-13.7420856374,4
NCQ29,4139.96212962,9
FDP16,5309.50070941,5
FDX33,3013.14393102,3
FDP07,1501.014642,0
FDN22,3876.56179666,8
FDF39,4386.44874942,9
FDS21,815.803164248,2
NCM42,1416.93962169,1
FDK50,1660.30137998,4
DRF13,3820.45737515,5
FDH35,3090.09851728,3
FDP60,2114.60649357,3
DRJ49,3588.3102167,5
NCT42,1415.43930583,4
FDE38,2839.7636859,9
FDI04,3319.08956869,9
NCH54,2184.03182909,7
FDT56,1069.46426797,9
DRD15,4219.75616432,3
FDV58,2594.66160178,1
FDP21,3209.18829197,9
FDH05,3334.72874026,1
FDR10,4040.33742966,5
NCP06,2101.73475966,7
FDF33,1909.82392464,9
DRK37,2691.05322117,1
DRH49,1145.65882574,7
FDT58,2266.70360554,1
FDD41,2190.0607647,3
FDP40,2371.98481722,3
FDM51,3140.75621525,5
FDO45,-109.877850389,0
FDW33,-11.0860412295,0
FDY24,511.092777643,7
FDB10,2117.06992318,0
FDM40,1813.38730238,6
NCI06,2592.74079839,2
FDW12,1383.90635162,4
FDX48,3960.0469981,5
NCW05,2961.41427099,5
FDX27,1211.46661985,2
DRM37,2815.29853529,7
FDA38,3589.06270327,7
FDR36,641.001852214,8
FDZ45,3129.38652216,8
FDG05,2246.53259499,2
FDK28,3732.54725016,1
FDV47,1110.65635579,7
FDN21,2220.78114614,7
FDP20,3455.54795097,5
FDI35,2610.2070762,7
DRY23,380.914329378,1
FDA56,1768.36002154,2
FDB09,1627.96456856,1
NCO26,3244.42663714,5
FDQ49,3077.09828962,3
FDI52,3287.42300418,5
FDZ44,3323.58146387,5
FDZ09,3027.14745338,3
FDY03,1971.53225924,9
NCG42,1804.16087071,2
DRI13,4941.39086943,5
FDQ32,1733.28682931,1
FDW16,1261.67645608,6
FDU27,646.289742024,8
FDR28,1124.63404823,0
FDQ49,1015.37355748,0
FDS37,1916.91910581,8
FDW26,3965.21137969,3
FDX12,4420.34885709,3
NCP06,2067.33863272,1
FDW45,749.872771824,0
NCN30,1718.01394853,9
FDN24,941.206613995,9
NCL41,1982.09435848,5
FDR02,829.286196345,4
FDD09,1366.15320496,0
FDS33,-219.214025898,0
FDU22,1560.9357884,7
FDI53,2167.59552466,1
DRH01,2892.98183309,9
FDX32,1918.75893647,1
NCP30,1195.35260299,3
FDB60,2875.84765082,7
FDB14,1628.99653046,9
NCP02,682.140231832,6
FDJ10,1889.59379109,2
FDG34,1849.17400769,8
NCB18,1148.13077627,2
FDM16,1448.77780887,9
FDW25,1909.67770396,3
FDB35,-108.497319328,0
DRN11,1810.22024215,1
FDF41,2681.97041441,4
FDH16,1150.22627979,7
NCQ50,3885.53509482,3
DRH23,1297.22591499,3
DRJ37,2099.0039494,1
DRJ24,4274.98114941,5
FDY16,2618.74067938,6
FDQ27,1476.63045441,7
FDZ33,1991.22605052,7
FDF29,1923.46741187,7
FDA08,2803.22416688,9
FDG31,1090.31285028,8
FDE34,1846.95309416,4
NCR30,2565.45775871,5
FDV33,3883.33302619,6
DRZ24,2393.42630436,3
NCL54,2415.28789983,6
FDR12,2992.85843289,9
NCC54,3743.5206943,8
DRN59,449.144446447,1
FDX50,690.00985157,4
FDV31,4162.01611973,5
NCA29,4186.61135472,5
FDW60,3083.23965992,9
FDX08,2673.15785299,2
DRD49,3243.41726196,1
FDD33,3578.48316004,8
FDW35,452.883767297,1
FDJ36,1319.66173201,2
FDV51,2393.8257933,6
FDW36,1727.02131263,8
FDH35,2611.60887808,8
NCS30,3431.28418059,5
FDN49,312.025287239,2
FDL08,4403.79604797,3
FDI09,3371.45703935,1
FDP19,2384.91936512,3
FDU21,-1045.52808765,0
NCP41,1492.69585684,7
FDY10,1465.80244561,1
FDP12,1203.39696287,3
NCN26,2038.4557199,9
FDK44,2321.05341915,1
FDC28,1906.64729881,9
FDJ41,5622.98644591,5
NCT29,1668.55235846,6
NCH42,2628.97341986,4
FDU60,3210.65228716,3
FDS02,2686.50074457,7
FDC51,2108.43353052,8
FDU03,2541.88137586,1
FDX39,3121.64341892,7
NCY05,-986.673633909,0
NCL06,5468.95539488,5
FDD32,1078.3216131,6
NCN41,1669.1524168,7
NCX53,2452.02306159,9
FDU57,1310.3874107,4
FDQ23,1743.8036181,8
FDQ52,3542.94502754,7
FDC14,471.145378819,7
FDY09,2564.4774536,6
FDQ28,2249.7919415,7
FDV25,3530.22826725,8
FDJ07,1648.06424526,6
DRB25,1857.36830368,9
FDK52,2469.94376717,4
FDY52,2530.65198021,5
FDB28,3089.06551289,8
FDT36,252.338677672,6
FDV25,3263.30735138,2
NCN07,3506.9862348,5
FDC57,2835.66861095,2
FDQ03,4255.18933505,3
FDU23,2443.49808432,2
NCX41,3127.56367902,6
NCD06,412.358451946,6
FDW08,1280.27434095,7
NCU29,2075.47675125,2
NCE06,2152.60978923,1
FDV52,159.947945903,0
FDB02,2629.53181024,2
NCR18,476.000490239,7
FDK16,1560.64038984,9
NCQ29,2339.78715383,0
FDZ01,830.887622595,4
FDW27,2113.85547142,6
FDD17,4308.90167026,3
FDW39,2545.96543287,1
DRH59,932.688385161,7
FDS52,1384.01700367,1
FDU40,4529.85906308,5
NCF54,2412.91077065,1
FDH46,1439.18052318,7
NCP14,1713.18187771,9
FDH50,2967.7031721,9
DRF15,944.503954241,0
FDV27,2899.17381173,5
NCJ06,2086.01177076,9
FDN02,3732.72334571,3
FDQ51,1021.95383201,9
FDQ07,3244.54174117,2
FDS45,1928.17615854,9
NCJ06,1669.35952895,7
FDD36,1662.18137715,6
FDY25,2653.36255506,7
FDU52,2467.11585288,8
DRK47,3340.12923582,2
NCL30,1768.97699549,2
FDN22,3598.61552075,6
NCF30,3295.94718606,5
FDK03,3788.45407117,6
FDT45,620.360642042,2
NCC54,5109.68800743,5
FDP08,3555.96146943,3
FDU44,2651.34776164,8
DRG39,655.572018744,6
FDU32,2151.64241675,9
FDY27,3028.28554119,9
NCP54,1646.76121724,1
NCZ41,2137.07416596,9
DRL49,1973.73311998,1
FDI05,1689.53640693,3
FDY56,3334.79556486,7
DRC13,1778.82077072,1
NCV29,2614.30937798,2
FDR24,1631.27367027,9
FDZ34,3500.09431159,3
FDP37,1604.08763641,6
FDX08,4335.04542521,5
FDS57,1882.35696349,7
NCG18,1831.96409598,9
FDK25,3083.87782593,3
FDH53,1568.22264663,9
DRI59,4096.66562315,3
FDA52,2753.74399564,8
FDT20,-907.526420267,0
FDE36,1665.08912173,4
FDI24,2471.52970915,2
FDB28,3609.4040997,3
FDV11,2550.9494266,2
FDP01,2501.29999088,8
FDD34,4040.2926356,5
FDJ50,2336.51116942,5
FDZ44,1592.00065118,1
DRO59,991.949232916,6
DRB48,503.171185152,7
FDR21,3258.32003798,3
NCE42,2214.27302749,0
FDO23,1372.2954468,8
NCE30,3779.42627283,3
FDQ22,388.590349011,6
FDY01,1434.78156112,7
FDS08,2550.33239024,2
FDG28,4468.86605116,3
FDQ51,1415.49781591,3
FDB05,3625.40817316,2
FDO56,2087.08104273,9
FDE02,1861.93706949,3
FDN45,3137.70524095,2
FDS09,479.617259035,1
NCA54,3398.89591194,3
FDP09,1815.06727101,0
FDC53,1391.99414596,7
NCM55,2644.99096179,2
FDL09,3111.99112302,3
FDA11,527.734223779,4
FDA50,1190.1300799,7
FDC23,2610.64546772,2
FDE22,2711.04476727,9
FDD23,3024.73325411,8
NCA29,2923.34290277,9
FDK38,2364.7003897,8
DRC13,2074.59330578,8
NCP43,3010.7257926,9
FDX28,1646.48871974,9
FDF08,1635.25061798,9
FDZ33,2298.00329675,8
FDD10,3035.08362791,9
FDO58,2319.48698333,2
FDI50,3461.24198685,2
FDO58,2362.37812183,7
FDX08,2587.988896,1
NCK17,-873.480896118,0
FDF39,3966.68422417,6
FDU45,294.963643324,0
NCJ18,2199.30641839,3
DRC27,2897.21358789,4
DRC25,1147.00004713,6
FDU59,2220.68640608,6
FDU28,2687.53688212,6
NCP30,715.122564712,8
FDB39,1450.12569139,3
FDE41,1101.98955584,1
DRH11,-680.415077733,0
FDA58,3360.85677189,7
FDU50,1884.49050886,8
FDM34,1700.48411824,1
FDM44,3091.75181802,5
FDR39,2575.53843377,7
FDM25,2555.18440921,7
FDQ49,2716.36346015,9
DRH25,1463.95020572,3
FDM09,4119.71541525,5
FDL44,1658.85646413,4
NCR42,1078.89407964,3
DRL59,971.476999541,8
FDX43,2295.06669007,1
DRK47,2003.12563196,0
FDU48,2616.58827334,3
FDY12,473.205169402,7
NCN43,2530.95316221,3
NCM55,3388.99456378,3
FDQ21,3421.38423848,5
FDX13,3703.45361747,6
NCK30,5384.11068809,5
FDG20,2868.20183371,9
DRG27,361.889167956,2
FDY14,4658.98298122,3
FDP59,1424.00548904,6
FDU60,2451.18967191,2
NCC18,1344.03123266,4
DRJ39,3242.02261862,2
FDS07,1896.48917903,9
FDM08,4985.57009852,5
FDP51,1640.60374917,7
FDU16,1092.90998364,6
FDH12,1336.39198417,1
DRE48,1640.57128343,0
NCL42,5273.58446932,5
FDR21,2502.83509608,7
NCW29,1847.88027831,6
FDO11,3721.01727928,1
NCM31,2344.98529472,9
FDV35,1244.70422208,4
FDF58,802.47641893,2
NCE43,2742.13991626,9
FDA02,2108.78884714,6
DRL37,-821.649524722,0
FDR24,2026.18993803,3
FDW59,1553.58210987,9
FDS22,990.421777194,9
FDW24,593.404346368,2
FDU24,1173.61304548,6
FDA21,4389.67130504,5
FDH58,3306.01823236,5
FDW36,2185.27761458,3
FDI45,4188.65290429,5
FDU01,3573.27664846,3
FDF35,2990.24480242,5
FDU43,2766.87121401,4
FDE24,1174.72639695,4
FDK50,2792.08963196,9
FDG31,774.88814826,7
FDC60,1142.98295146,7
FDL36,1093.83333815,1
FDP21,2761.20009341,1
FDW16,1251.79025729,7
FDX02,3276.5121939,2
FDQ58,3923.45603825,5
FDT51,1905.44921723,8
FDD59,1454.07783504,9
NCM42,2292.69585388,3
FDA57,1200.28007304,3
FDZ48,1469.91694398,6
FDE46,2194.45782264,7
NCZ30,982.300664857,4
FDB56,2732.57388468,2
FDA25,3122.96308552,5
FDD20,1716.61963679,1
FDL25,1092.7831023,1
NCO18,2993.65197442,9
FDJ45,278.164391532,2
FDR12,2525.29290093,6
NCF19,-768.119981565,0
FDK25,2548.37910553,8
NCR17,1876.2070855,8
FDC52,2559.13781865,8
NCA54,2614.45918752,2
FDR45,2249.83612954,0
NCM19,1961.1010521,9
FDF39,5678.77422295,5
FDX23,1759.90153572,9
FDD58,3003.14729285,5
FDX28,1173.95740019,1
NCD31,2296.27272259,1
FDU57,2897.62865935,3
FDI27,843.251870054,8
NCM42,1778.15805424,8
FDD32,2799.39168686,5
FDI34,3275.84494607,1
NCM29,2272.13358698,9
FDG46,2399.17863523,3
DRC01,-597.643126778,0
FDB15,5436.85168044,5
NCA17,3799.77987926,5
FDF10,2244.83965611,8
FDR26,4264.7728705,5
FDI02,1904.39502055,9
NCM54,439.12296337,0
FDF14,2122.67162473,1
FDJ33,299.417860565,0
FDM20,3629.95685474,6
FDC03,4543.38182985,5
NCX05,1794.5398343,8
NCM41,2909.70356338,5
NCU29,830.3175796,0
FDQ59,1136.36231167,2
FDH46,123.016704786,0
FDH09,496.124422084,1
NCD06,408.495787122,7
FDC15,1996.6204399,6
DRD37,2261.16969717,5
FDT28,3777.9906135,5
FDR28,4111.65626107,5
FDT38,1116.1004799,2
FDV34,2748.50723575,5
FDY52,828.98267836,6
FDB34,1088.02842752,1
DRL23,2302.70405803,3
DRB24,2550.39538885,8
FDJ50,961.595568605,8
FDQ49,2256.61034507,6
FDP20,1723.00438743,6
FDV19,4024.83740903,5
NCR54,2752.98313614,7
FDO09,2375.50173608,0
FDS57,2700.04440318,3
FDN10,2036.47778307,9
FDV23,2082.32569497,9
FDY28,3438.5187423,9
DRG51,2357.11440554,1
FDD45,310.546724853,4
NCL18,4268.10279671,5
NCM29,1794.50995815,1
FDF17,4549.04886465,5
FDE22,2326.35334613,2
FDQ22,390.447102804,2
FDS01,2579.74040302,1
FDW35,2199.86509381,5
FDJ33,1987.77932907,8
NCF54,2441.59550752,6
FDE09,1484.54874669,1
NCE06,2213.25033748,7
DRH49,1530.47122946,9
FDY43,2351.14105063,7
NCT05,3788.16092249,2
FDZ34,2715.03521026,7
FDL38,1261.68386899,2
FDZ31,2695.78626041,2
FDR14,454.153254378,6
NCN54,1461.80844019,9
NCC42,3640.10381694,5
FDK08,1247.08927319,2
FDP59,1412.46939884,1
FDV22,2331.66539159,6
FDD33,3336.36397351,6
DRE60,4865.55954633,5
FDK52,3556.90314699,8
